norwegian,english
uken,the week
tilgang,access
nære,close
åpent,open
bringe,bring
skaff,get
gårde,farm
manns,man's
innrømme,admit
high,high
perfekte,perfect
forventet,expected
føltes,felt
purk,sow
elendig,miserable
søndag,Sunday
takknemlig,grateful
rumpa,ass
bygger,builds
håpe,hope
el,el
dagene,the days
fremmede,strangers
bombe,bomb
beveger,moves
været,the weather
dronningen,the queen
jacob,Jacob
angripe,attack
sangen,the song
lek,play
hester,horses
ferd,trip
armene,the arms
kødd,meat
lufta,the air
idioter,idiots
dekke,cover
djevelen,the devil
tør,dry
møt,meet
selskapet,the company
årsak,cause
planeten,the planet
jeff,Jeff
behandlet,processed
radioen,the radio
ligg,lie down
kjekk,handsome
gary,gary
avstand,distance
forklaring,explanation
klubben,the club
pressen,press
behov,need
bomben,the bomb
beviser,proves
lytter,listening
takle,cope
falske,fake
innblandet,involved
broen,the bridge
van,habit
julia,Julia
elizabeth,elizabeth
forberedt,prepared
ansvaret,the responsibility
imponerende,impressive
sviktet,failed
spar,save
overhodet,whatsoever
foten,the foot
monster,pattern
tilbud,offer
snille,kind
hestene,the horses
kniv,knife
emily,Emily
ordene,the words
europa,Europe
angriper,attacking
slappe,relax
voksne,adults
tim,hour
nytte,utility
forstyrrer,disturbs
langs,along
drukket,drunk
kamera,camera
reiste,traveled
månen,the moon
gaten,the street
energi,energy
flaske,bottle
veier,roads
sjelen,the soul
bekreftet,confirmed
prins,prince
løsning,solution
lås,lock
innså,realized
skjebnen,fate
tilby,offer
rydde,tidy
lyd,sound
roma,Rome
dyktig,skilled
papirene,the papers
vennlig,friendly
takker,thanks
skjuler,hides
vokser,is growing
tider,times
spilt,played
fikset,fixed
husket,remembered
viktigere,more important
fiende,enemy
øyet,the eye
mars,March
publikum,audience
tidspunkt,point
st.,St.
banker,banks
lavt,low
dekker,covers
tennene,the teeth
elva,the river
bringer,brings
cia,cia
hagen,the garden
plikt,duty
skilt,sign
brent,burned
innenfor,within
victor,victor
muligheten,the opportunity
v,v
offeret,the victim
vegne,on behalf of
utro,unfaithful
fingrene,the fingers
uhell,accident
b,b
skapet,the closet
naken,naked
jackson,jackson
ekteskapet,the marriage
innser,realize
nettet,the web
treffes,meet
rosa,pink
sjelden,rare
spre,spread
dødd,dead
trykk,pressure
heldige,lucky ones
hunder,dogs
tvang,compulsion
smith,smith
gifter,poisons
spore,trace
fjernet,removed
stil,style
gudene,the gods
damene,the ladies
rasshøl,arsehole
prinsesse,princess
smerten,the pain
vitner,witnesses
følelsen,the feeling
you,you
forestille,imagine
senator,senator
marcus,marcus
uskyldige,innocent
park,park
usas,usa
ranet,robbed
skylden,the blame
fremmed,stranger
gammelt,old
nektet,refused
ron,ron
kontrollere,control
hysj,hush
bryllup,wedding
planlegger,planning
gjenta,repeat
clark,clark
emma,Emma
vinden,the wind
drømmen,the dream
trakk,pulled
fot,foot
dersom,if
pete,pete
dekning,coverage
donna,donna
tja,well
knuller,fucking
beskyttet,protected
fa,few
ekkelt,disgusting
leiren,the camp
bit,bit
redder,saves
partneren,the partner
nakken,the neck
urolig,uneasy
delta,participate
ide,idea
hemmelige,secret
jessica,jessica
fløy,flew
marty,Marty
brutt,broken
sheldon,sheldon
buksene,the pants
tilbyr,offers
vettet,the wits
deretter,thereafter
teamet,the team
sies,is said
beskjeden,the message
grader,degrees
roy,roy
sider,pages
staten,the state
grunner,reasons
retning,direction
beskyttelse,protection
eiendom,property
invitert,invited
nivå,level
stykke,piece
skifte,shift
tett,closely
vaktene,the guards
normal,normal
besatt,possessed
undersøke,survey
kjøp,purchase
fylle,fill
vilt,wildly
falsk,False
naturlig,natural
biter,bites
skjult,hidden
ideer,ideas
ligget,lay
atjeg,atje
verd,worth
angeles,angels
rettferdighet,justice
fakta,facts
tillit,trust
frykter,fears
vekke,wake up
heldigvis,fortunately
vest,west
banke,bank
skjønt,though
rømme,escape
black,black
fjerde,fourth
vedder,bet
tekst,text
yngre,younger
tog,train
historier,stories
klem,hug
melk,milk
sekund,second
følt,felt
syn,vision
vegas,Vegas
endrer,changes
tap,loss
trussel,threat
seier,victory
skjønne,fine
treet,the tree
leit,sad
galskap,madness
purken,the sow
signal,signal
knullet,fucked
skaffer,provides
sykdom,disease
tungt,heavy
krefter,forces
fritt,freely
gjengen,the gang
stygg,ugly
tosk,fool
gjester,guests
annie,Annie
rapporten,the report
levd,lived
nærmeste,nearest
river,tears
sanne,true
jackie,jackie
forbudt,forbidden
grønne,green
behandler,treats
følelsene,the feelings
sofaen,the sofa
fylt,filled
teknisk,technical
kreft,cancer
kontakter,contacts
tomme,empty
lukket,close
definitivt,definitely
pluss,plus
timen,the hour
regel,rule
gav,gave
am,a.m
gjemt,hidden
laura,laura
julie,July
r,r
skaffet,acquired
pund,pound
engel,angel
banket,knocked
fulgt,followed
#VALUE!,#VALUE!
russerne,the russians
informasjonen,the information
roe,calmness
eventyr,adventure
andrew,andrew
krangle,quarrel
junior,junior
romantisk,romantic
dommeren,the judge
gjeld,debt
prest,priest
steven,Steve
sør,south
pene,pretty
king,king
hatten,the hat
operasjon,operation
kostet,the cost
forbindelse,connection
molly,molly
vokse,grow
blør,bleeding
sørger,mourns
stått,stood
gjette,guess
inviterte,invited
oppgave,task
knuste,crushed
angre,regret
fordømte,condemned
røyker,smoking
ordrer,orders
magi,magic
avisen,the newspaper
ond,evil
rødt,red
dreier,revolves
johnson,Johnson
jammen,damn
typisk,typical
etterlot,left behind
stoff,substance
kina,China
hell,fortunately
bodd,lived
kortet,the card
kjempebra,awesome
plage,nuisance
ukjent,unknown
skremmende,terrifying
strømmen,the current
samler,collects
endte,ended
brandon,Brandon
stilig,stylish
forskjellen,the difference
nina,Nina
sean,Sean
stinker,stinks
grave,dig
m,m
menneskelig,human
kjole,cool
jenny,jenny
katt,cat
gården,the farm
still,still
nemlig,namely
døende,dying
rare,weird
fantastiske,fantastic
stygt,ugly
billig,cheap
parken,the park
pikken,the dick
kontakte,contact
personlige,personal
stilling,score
skitne,dirty
rapport,report
tåler,tolerates
erik,Erik
terry,terry
sovet,slept
kartet,the map
sykt,sick
kler,clothes
tyskerne,the Germans
pizza,pizza
gjest,guest
lily,lily
frivillig,voluntary
trolig,probably
advarsel,warning
drittsekken,the shit
hannah,hannah
æren,the honor
viss,certain
gjemte,hid
miller,miller
spesielle,special
avgjørelse,decision
charlotte,charlotte
mistenkt,suspect
sommeren,the summer
behandle,treat
tysk,German
eksisterer,exists
brann,fire
onkelen,the uncle
kylling,chicken
tyskland,Germany
presse,press
plassen,the place
mirakel,miracle
opplevd,experienced
krav,claim
fitte,pussy
linje,line
landsbyen,the village
våkn,awake
kranglet,argued
forbannet,cursed
gjentar,repeats
spare,save
sliten,tired
toby,toby
yeah,yeah
brød,bread
bøkene,the books
sverd,sword
restauranten,the restaurant
urettferdig,unjust
straff,penalty
kokain,cocaine
utstyret,the equipment
fortjent,deserved
velsigne,bless
sittet,sat
suksess,success
aller,ever
andres,someone else's
forsøkte,tried
tvinge,force
humør,mood
blås,blow
tabbe,blunder
røyke,smoke
kunst,art
adgang,access
kledd,dressed
doug,doug
operasjonen,the operation
lytte,listen
utsatt,exposed
fotball,soccer
miami,Miami
rive,tear
pasient,patient
muligheter,possibilities
bekymrer,worries
fæl,ugly
banen,the track
samarbeide,cooperate
framtiden,the future
stan,stan
carlos,Carlos
pinlig,embarrassing
maskinen,the machine
gar,gar
farge,color
mil,miles
kidnappet,kidnapped
radio,radio
nyte,enjoy
virkeligheten,reality
ansatt,employee
dørene,the doors
basert,based
bravo,bravo
supert,great
smake,taste
antakelig,presumably
kriger,warrior
west,west
eva,Eva
wilson,wilson
fjellet,the mountain
drømte,dreamed
kode,code
carter,carter
framme,forward
interesse,interest
huden,the skin
ført,led
kake,cake
reisen,the journey
tilfeldig,random
måneden,the month
adresse,address
geni,genius
sommer,summer
språk,language
villet,wanted
jay,yay
louis,Louis
nesen,the nose
fæle,hideous
forbrytelse,crime
ektemann,husband
stranden,the beach
taylor,Taylor
avsløre,disclose
velg,choose
torsdag,Thursday
tåpelig,foolish
lokale,local
muligens,possibly
risikere,risk
umiddelbart,immediately
lykkelige,happy
oversatt,translated
tall,number
leo,leo
teit,silly
norsk,Norwegian
grav,grave
detaljer,details
nysgjerrig,curious
ballene,the balls
ledet,led
vakter,guards
sheriffen,the sheriff
regne,rain
ovenpå,upstairs
stolen,the chair
stjerne,star
bånd,band
klient,client
lide,suffer
skuespiller,actor
cole,cole
hvil,rest
bjørn,bear
pusten,the breath
dylan,dylan
innsiden,the inside
unnskylde,excuse
opplysninger,information
vidunderlig,wonderful
gullet,the gold
gudskjelov,thank god
fjern,remote
forstyrre,disturb
elven,the river
innse,realize
rir,rides
problemene,the problems
okei,okay
kutte,cut
tips,tips
midten,the middle
håndtere,handle
etterforskningen,the investigation
angrer,regrets
carrie,carry
tilbød,offered
vende,turn
alkohol,alcohol
skriker,screams
flyktet,fled
hitler,Hitler
sjanser,chances
dens,its
stenge,close
midnatt,midnight
brystet,the chest
allikevel,anyway
koden,the code
bensin,gasoline
lider,suffers
makten,the power
parker,parks
fugl,bird
gruppen,the group
svømme,swim
stygge,ugly
brødrene,the brothers
desperat,desperate
samvittighet,conscience
narkotika,drugs
brenda,brenda
imponert,impressed
sparke,kick
robin,robin
avdeling,department
respekterer,respects
års,year
rømte,escaped
løst,solved
tusenvis,thousands
walker,walker
politikk,policy
indre,inner
offisielt,officially
restaurant,restaurant
cent,cent
tilbringe,spend
puster,breathe
skjære,cut
tirsdag,Tuesday
patrick,patrick
gordon,gordon
sola,the sun
beholder,container
cooper,cooper
navnene,the names
stenger,bars
nar,when
nathan,Nathan
dobbelt,double
dna,dna
vanskelige,difficult
overbevise,convince
rock,rock
sluppet,released
in,in
roper,shouting
trene,train
kontrollen,the control
no,no
inkludert,including
sukker,sugar
medlem,member
vender,turns
åstedet,the crime scene
hill,hill
c,c
ørene,the ears
halvtime,half an hour
sikret,secured
gus,gus
kontakten,the contact
gatene,the streets
vitnet,the witness
ombord,on board
begravelsen,the funeral
helen,Helen
elliot,elliot
kontanter,cash
signalet,the signal
hengt,hanged
forsøker,trying
riktige,correct
katie,Katie
istedenfor,instead of
enden,the end
tilbudet,the offer
truer,threatens
passende,suitable
fysisk,physical
leger,Doctors
forsøke,attempt
fremtid,future
lønn,wages
berlin,berlin
ideen,the idea
karl,man
hørtes,was heard
frankie,Frankie
farlige,dangerous
sjokk,shock
champagne,champagne
aaron,Aaron
ann,etc
ethan,ethane
nyt,enjoy
baller,balls
kaos,chaos
nevne,mention
kjeften,the mouth
direktør,director
nr,no
show,show
hundrevis,hundreds
forsvar,defense
lat,lazy
skatten,the tax
fryser,freezes
firma,company
ran,robbery
størrelse,size
pastor,pastor
vurdere,consider
snur,turns
ledig,free
star,stars
dyrt,expensive
trynet,the muzzle
bestille,order
spanderer,treats
bygd,built
moderne,modern
nevnt,mentioned
rebecca,rebecca
amerikanere,Americans
livs,of life
forlat,leave
talent,talent
markedet,the market
tilgir,forgives
sliter,struggling
pakket,packed
sverdet,the sword
byens,the city's
kino,cinema
stig,rise
nancy,nancy
videoen,the video
rykter,rumours
ånd,spirit
oscar,oscar
sorg,sorrow
såre,wound
private,private
bilene,the cars
lo,laughed
hardere,harder
greiene,the stuff
mac,mac
rakk,managed
høyeste,highest
øst,east
kuttet,the cut
soverommet,the bedroom
leie,rent
tilstand,state
bauer,Bauer
familier,families
wayne,wayne
tyske,German
skyss,ride
utstyr,equipment
rimelig,reasonable
murphy,murphy
sår,wound
steg,rose
låter,tunes
enklere,simpler
spøker,jokes
ball,ball
minnet,the memory
lederen,the manager
advare,warn
brown,brown
selve,itself
hat,hate
kaffen,the coffee
skynde,hurry
grusomt,horrible
fornuftig,reasonable
rådet,the council
slaget,the battle
basen,the base
nært,close
lekker,delicious
francis,Francis
kraftig,powerful
post,mail
ricky,ricky
sprenge,blow up
afrika,Africa
media,media
triks,trick
karriere,career
fengslet,imprisoned
school,school
sjokolade,chocolate
tillegg,addition
kjerring,old woman
bevæpnet,armed
fyller,fills
enorm,huge
drevet,driven
kofferten,the suitcase
hullet,the hole
lukten,the smell
godtar,accepts
klager,complaints
tullet,bullshit
skjønnhet,beauty
koste,cost
soldatene,the soldiers
arrestere,arrest
bevege,move
dom,judgement
betydde,meant
narr,fool
strøm,current
spørsmålene,the questions
showet,the show
trives,thrive
avgjøre,decide
risikerer,risks
skille,separate
hvitt,white
aften,evening
høyhet,highness
offiser,officer
russisk,Russian
kopi,copy
vince,Vince
jaha,yes
taxi,taxi
oppføre,behave
gjor,do
fingeren,the finger
siktet,charged
green,green
kart,map
berømt,famous
forsikre,insure
rykte,reputation
jordan,Jordan
beth,beth
medisinen,the medicine
sjarmerende,charming
kontaktet,contacted
fungerte,worked
begått,committed
faktum,fact
carla,Carla
ali,ali
studere,study
desto,the more
ost,east
tyv,thief
bytter,switches
evner,abilities
løser,resolves
stilte,silenced
ronnie,Ronnie
mennesket,the human being
behandling,treatment
brydde,cared
derek,Derek
universet,the universe
oppi,up
bekrefte,confirm
boston,boston
helsike,healthy
avsluttet,concluded
kraften,the power
beundrer,admirer
nesa,nose
livene,the lives
karrieren,the career
hæ,hey
papirer,papers
lucas,Lucas
fortjente,deserved
beslutning,decision
ross,ross
sentrum,downtown
katten,the cat
invitere,invite
fullføre,complete
stukket,stung
planet,planet
regn,rain
super,super
kalde,cold
søke,seek
politisk,political
russland,Russia
jamie,jamie
oppnå,achieve
forleden,the other day
lincoln,lincoln
olje,oil
lagd,made
kuler,balls
kyle,cold
boks,box
grønn,green
femte,fifth
tillater,allows
detaljene,the details
chloe,chloe
sannhet,truth
ofrene,the victims
universitetet,the university
isen,the ice
milliarder,billions
samfunnet,society
sjøen,the sea
trening,training
homse,gay
hate,hate
juli,July
hjemmefra,from home
stede,present
avslørt,revealed
jomfru,virgin
utviklet,developed
fremover,forward
søta,cutie
heks,witch
rapporter,reports
jesse,Jesus
lysene,the lights
fremme,advance
rot,root
monsieur,Monsieur
pappas,dad's
todd,todd
forhandle,negotiate
tester,tests
ca,approx
billetter,tickets
wow,wow
rørt,touched
muren,the wall
holdes,is held
russiske,Russian
avhengig,dependent
starten,the start
tekster,texts
hjerne,brain
godta,accept
løftet,the promise
leslie,Leslie
fokusere,focus
bevisene,the evidence
florida,Florida
akseptere,accept
folka,the people
sinnet,the mind
ørkenen,the desert
eh,eh
